,Date,Open,High,Low,Close,Adj Close,Volume
678,"Jun 16, 2020",237.14,238.46,233.00,235.65,235.65,"15,236,700"
679,"Jun 15, 2020",225.09,233.77,224.80,232.50,232.50,"15,340,300"
680,"Jun 12, 2020",229.90,231.66,224.50,228.58,228.58,"22,091,400"
681,"Jun 11, 2020",229.94,232.89,223.55,224.43,224.43,"26,708,200"
682,"Jun 10, 2020",240.96,241.21,235.28,236.73,236.73,"20,720,700"
683,"Jun 09, 2020",231.52,239.77,230.41,238.67,238.67,"27,462,900"
684,"Jun 08, 2020",229.03,231.55,227.41,231.40,231.40,"15,466,500"
685,"Jun 05, 2020",226.71,231.35,225.31,230.77,230.77,"16,750,400"
686,"Jun 04, 2020",229.56,231.63,224.61,226.29,226.29,"17,041,500"
687,"Jun 03, 2020",232.11,232.65,228.53,230.16,230.16,"15,380,300"
688,"Jun 02, 2020",230.94,233.00,226.56,232.72,232.72,"20,919,000"
689,"Jun 01, 2020",224.59,232.44,223.50,231.91,231.91,"18,223,800"
690,"May 29, 2020",225.20,227.49,222.88,225.09,225.09,"23,241,500"
691,"May 28, 2020",224.30,231.63,224.00,225.46,225.46,"29,377,200"
692,"May 27, 2020",229.07,230.56,221.13,229.14,229.14,"34,697,600"
693,"May 26, 2020",239.77,240.90,231.67,232.20,232.20,"33,178,300"
694,"May 22, 2020",231.51,235.99,228.74,234.91,234.91,"33,925,600"
695,"May 21, 2020",234.72,237.20,231.20,231.39,231.39,"47,782,600"
696,"May 20, 2020",223.50,231.34,223.19,229.97,229.97,"50,162,900"
697,"May 19, 2020",213.27,220.49,212.83,216.88,216.88,"31,843,200"
698,"May 18, 2020",212.15,214.64,210.94,213.19,213.19,"20,151,900"
699,"May 15, 2020",205.27,211.34,204.12,210.88,210.88,"19,383,200"
700,"May 14, 2020",202.56,206.93,200.69,206.81,206.81,"17,178,900"
701,"May 13, 2020",209.43,210.78,202.11,205.10,205.10,"20,684,600"
702,"May 12, 2020",213.29,215.28,210.00,210.10,210.10,"14,704,600"
703,"May 11, 2020",210.89,215.00,210.37,213.18,213.18,"12,911,900"
704,"May 08, 2020",212.24,213.21,210.85,212.35,212.35,"12,506,000"
705,"May 07, 2020",211.16,211.60,209.04,211.26,211.26,"15,152,000"
706,"May 06, 2020",208.12,211.60,206.66,208.47,208.47,"21,857,000"
707,"May 05, 2020",207.02,210.38,206.50,207.07,207.07,"21,071,200"
708,"May 04, 2020",200.20,205.91,198.76,205.26,205.26,"19,250,700"
709,"May 01, 2020",201.60,207.28,199.05,202.27,202.27,"30,415,600"
710,"Apr 30, 2020",206.92,209.69,201.57,204.71,204.71,"46,230,100"
711,"Apr 29, 2020",190.93,196.91,190.00,194.19,194.19,"45,954,500"
712,"Apr 28, 2020",188.66,189.20,182.56,182.91,182.91,"21,731,000"
713,"Apr 27, 2020",192.66,193.75,187.41,187.50,187.50,"29,197,800"
714,"Apr 24, 2020",183.23,190.41,180.83,190.07,190.07,"28,792,000"
715,"Apr 23, 2020",184.08,187.05,183.15,185.13,185.13,"21,426,600"
716,"Apr 22, 2020",178.45,184.78,178.14,182.28,182.28,"33,242,000"
717,"Apr 21, 2020",175.25,175.38,168.34,170.80,170.80,"24,850,500"
718,"Apr 20, 2020",177.41,180.50,176.77,178.24,178.24,"16,110,700"
719,"Apr 17, 2020",179.20,180.28,176.66,179.24,179.24,"20,974,800"
720,"Apr 16, 2020",177.95,178.05,172.51,176.25,176.25,"23,593,200"
721,"Apr 15, 2020",175.19,178.19,172.82,176.97,176.97,"17,423,000"
722,"Apr 14, 2020",178.98,181.23,176.62,178.17,178.17,"21,011,800"
723,"Apr 13, 2020",173.67,175.00,169.45,174.79,174.79,"19,355,400"
724,"Apr 09, 2020",175.90,177.08,171.57,175.19,175.19,"23,534,300"
725,"Apr 08, 2020",171.25,175.00,167.74,174.28,174.28,"21,664,200"
726,"Apr 07, 2020",171.79,173.39,166.01,168.83,168.83,"31,411,900"
727,"Apr 06, 2020",160.15,166.20,158.51,165.55,165.55,"28,453,600"
728,"Apr 03, 2020",157.15,157.91,150.83,154.18,154.18,"25,983,300"
729,"Apr 02, 2020",159.10,161.35,155.92,158.19,158.19,"20,886,300"
730,"Apr 01, 2020",161.62,164.15,158.04,159.60,159.60,"19,507,600"
731,"Mar 31, 2020",165.48,170.93,164.20,166.80,166.80,"23,676,300"
732,"Mar 30, 2020",159.18,166.75,158.06,165.95,165.95,"22,515,200"
733,"Mar 27, 2020",158.20,160.09,154.75,156.79,156.79,"24,879,900"
734,"Mar 26, 2020",158.25,164.00,157.02,163.34,163.34,"26,556,800"
735,"Mar 25, 2020",158.92,162.99,153.06,156.21,156.21,"35,184,300"
736,"Mar 24, 2020",155.21,161.31,152.57,160.98,160.98,"30,440,400"
737,"Mar 23, 2020",149.66,152.31,142.25,148.10,148.10,"29,830,800"
738,"Mar 20, 2020",156.02,159.27,148.00,149.73,149.73,"32,568,400"
739,"Mar 19, 2020",146.62,159.93,144.80,153.13,153.13,"39,862,300"
740,"Mar 18, 2020",139.75,148.18,137.10,146.96,146.96,"37,553,100"
741,"Mar 17, 2020",150.74,153.94,140.00,149.42,149.42,"34,255,600"
742,"Mar 16, 2020",152.32,159.13,143.10,146.01,146.01,"39,120,400"
743,"Mar 13, 2020",163.53,170.79,157.60,170.28,170.28,"35,028,600"
744,"Mar 12, 2020",159.54,166.60,154.34,154.47,154.47,"43,266,300"
745,"Mar 11, 2020",174.01,175.88,167.66,170.24,170.24,"20,373,900"
746,"Mar 10, 2020",174.67,178.29,169.50,178.19,178.19,"24,517,800"
747,"Mar 09, 2020",169.60,175.00,165.19,169.50,169.50,"29,949,000"
748,"Mar 06, 2020",178.33,183.78,176.26,181.09,181.09,"24,559,600"
749,"Mar 05, 2020",186.78,188.99,183.89,185.17,185.17,"19,333,400"
750,"Mar 04, 2020",189.17,191.83,186.39,191.76,191.76,"23,062,500"
751,"Mar 03, 2020",196.22,197.24,183.97,185.89,185.89,"27,984,100"
752,"Mar 02, 2020",194.03,196.57,188.85,196.44,196.44,"24,949,000"
753,"Feb 28, 2020",182.70,192.74,181.82,192.47,192.47,"32,568,900"
754,"Feb 27, 2020",191.82,195.88,189.50,189.75,189.75,"21,682,600"
755,"Feb 26, 2020",197.19,201.21,195.49,197.20,197.20,"16,524,500"
756,"Feb 25, 2020",202.25,203.50,195.95,196.77,196.77,"21,433,500"
757,"Feb 24, 2020",201.80,203.65,198.17,200.72,200.72,"23,080,100"
758,"Feb 21, 2020",213.48,214.24,208.83,210.18,210.18,"14,092,300"
759,"Feb 20, 2020",216.52,218.77,212.95,214.58,214.58,"13,109,200"
760,"Feb 19, 2020",217.99,218.32,216.11,217.49,217.49,"12,135,100"
761,"Feb 18, 2020",213.55,217.98,213.40,217.80,217.80,"15,609,200"
762,"Feb 14, 2020",214.00,214.93,212.65,214.18,214.18,"10,741,700"
763,"Feb 13, 2020",209.52,214.33,209.18,213.14,213.14,"15,396,600"
764,"Feb 12, 2020",207.85,211.22,207.40,210.76,210.76,"13,813,700"
765,"Feb 11, 2020",210.19,210.86,206.51,207.19,207.19,"25,030,800"
766,"Feb 10, 2020",211.52,213.80,210.66,213.06,213.06,"11,856,400"
767,"Feb 07, 2020",210.30,212.82,209.93,212.33,212.33,"12,242,500"
768,"Feb 06, 2020",210.47,211.19,209.34,210.85,210.85,"10,567,500"
769,"Feb 05, 2020",212.51,212.73,208.71,210.11,210.11,"12,538,200"
770,"Feb 04, 2020",206.62,210.60,205.20,209.83,209.83,"19,628,900"
771,"Feb 03, 2020",203.44,205.14,202.50,204.19,204.19,"15,495,600"
772,"Jan 31, 2020",208.43,208.69,201.06,201.91,201.91,"31,359,900"
773,"Jan 30, 2020",206.53,211.43,204.75,209.53,209.53,"48,775,500"
774,"Jan 29, 2020",221.44,224.20,218.45,223.23,223.23,"33,181,300"
775,"Jan 28, 2020",216.14,218.74,213.52,217.79,217.79,"13,413,800"
776,"Jan 27, 2020",213.10,216.06,212.50,214.87,214.87,"13,810,700"
777,"Jan 24, 2020",220.80,221.78,216.11,217.94,217.94,"11,905,800"
778,"Jan 23, 2020",220.75,221.49,219.27,219.76,219.76,"11,195,000"
779,"Jan 22, 2020",222.31,222.75,221.28,221.32,221.32,"12,212,800"
780,"Jan 21, 2020",222.16,222.37,219.12,221.44,221.44,"14,275,800"
781,"Jan 17, 2020",222.03,222.29,220.53,222.14,222.14,"15,905,900"
782,"Jan 16, 2020",222.57,222.63,220.39,221.77,221.77,"10,015,300"
783,"Jan 15, 2020",220.61,221.68,220.14,221.15,221.15,"10,036,500"
784,"Jan 14, 2020",221.61,222.38,218.63,219.06,219.06,"13,288,900"
785,"Jan 13, 2020",219.60,221.97,219.21,221.91,221.91,"14,463,400"
786,"Jan 10, 2020",219.20,219.88,217.42,218.06,218.06,"12,119,400"
787,"Jan 09, 2020",217.54,218.38,216.28,218.30,218.30,"12,642,800"
788,"Jan 08, 2020",213.00,216.24,212.61,215.22,215.22,"13,475,000"
789,"Jan 07, 2020",212.82,214.58,211.75,213.06,213.06,"14,912,400"
790,"Jan 06, 2020",206.70,212.78,206.52,212.60,212.60,"17,058,900"
791,"Jan 03, 2020",207.21,210.40,206.95,208.67,208.67,"11,188,400"
792,"Jan 02, 2020",206.75,209.79,206.27,209.78,209.78,"12,077,100"
793,"Dec 31, 2019",204.00,205.56,203.60,205.25,205.25,"8,953,500"
794,"Dec 30, 2019",207.86,207.90,203.90,204.41,204.41,"10,524,300"
795,"Dec 27, 2019",208.67,208.93,206.59,208.10,208.10,"10,284,200"
796,"Dec 26, 2019",205.57,207.82,205.31,207.79,207.79,"9,350,700"
797,"Dec 24, 2019",206.30,206.79,205.00,205.12,205.12,"6,046,300"
798,"Dec 23, 2019",206.70,208.59,205.68,206.18,206.18,"13,348,900"
799,"Dec 20, 2019",207.48,207.71,203.43,206.30,206.30,"27,306,900"
800,"Dec 19, 2019",202.78,206.30,202.51,206.06,206.06,"16,514,600"
801,"Dec 18, 2019",200.09,204.30,200.09,202.50,202.50,"23,274,400"
802,"Dec 17, 2019",198.84,199.00,196.13,198.39,198.39,"10,175,700"
803,"Dec 16, 2019",195.27,199.12,194.81,197.92,197.92,"14,911,500"
804,"Dec 13, 2019",196.40,196.80,193.17,194.11,194.11,"18,798,000"
805,"Dec 12, 2019",202.35,203.66,194.10,196.75,196.75,"23,734,800"
806,"Dec 11, 2019",200.28,202.63,200.28,202.26,202.26,"8,036,800"
807,"Dec 10, 2019",201.66,202.05,200.15,200.87,200.87,"9,475,700"
808,"Dec 09, 2019",200.65,203.14,200.21,201.34,201.34,"11,954,800"
809,"Dec 06, 2019",200.50,201.57,200.06,201.05,201.05,"12,270,600"
810,"Dec 05, 2019",199.86,201.29,198.21,199.36,199.36,"9,740,400"
811,"Dec 04, 2019",200.00,200.03,198.05,198.71,198.71,"8,456,300"
812,"Dec 03, 2019",197.60,198.93,195.08,198.82,198.82,"11,595,300"
813,"Dec 02, 2019",202.13,202.18,198.05,199.70,199.70,"11,503,400"
814,"Nov 29, 2019",201.60,203.80,201.21,201.64,201.64,"7,985,200"
815,"Nov 27, 2019",199.90,203.14,199.42,202.00,202.00,"12,736,600"
816,"Nov 26, 2019",200.00,200.15,198.04,198.97,198.97,"11,735,500"
817,"Nov 25, 2019",199.52,200.97,199.25,199.79,199.79,"15,272,300"
818,"Nov 22, 2019",198.38,199.30,197.62,198.82,198.82,"9,959,800"
819,"Nov 21, 2019",197.42,199.09,196.86,197.93,197.93,"12,131,000"
820,"Nov 20, 2019",198.58,199.59,195.43,197.51,197.51,"12,355,400"
821,"Nov 19, 2019",197.40,200.00,196.86,199.32,199.32,"19,056,800"
822,"Nov 18, 2019",194.56,198.63,193.05,197.40,197.40,"16,167,200"
823,"Nov 15, 2019",194.26,195.30,193.38,195.10,195.10,"11,524,300"
824,"Nov 14, 2019",192.93,194.03,191.45,193.15,193.15,"9,040,500"
825,"Nov 13, 2019",194.70,195.70,192.74,193.19,193.19,"10,860,700"
826,"Nov 12, 2019",190.00,195.06,189.74,194.47,194.47,"17,615,500"
827,"Nov 11, 2019",189.93,190.08,188.54,189.61,189.61,"8,631,200"
828,"Nov 08, 2019",190.00,192.34,189.70,190.84,190.84,"10,760,800"
829,"Nov 07, 2019",191.91,193.44,189.47,190.42,190.42,"13,473,000"
830,"Nov 06, 2019",194.03,194.37,191.35,191.55,191.55,"10,973,000"
831,"Nov 05, 2019",195.37,195.75,193.60,194.32,194.32,"9,942,000"
832,"Nov 04, 2019",194.55,197.37,193.81,194.72,194.72,"16,371,300"
833,"Nov 01, 2019",192.85,194.11,189.91,193.62,193.62,"21,711,800"
834,"Oct 31, 2019",196.70,198.09,188.25,191.65,191.65,"42,286,500"
835,"Oct 30, 2019",189.56,190.45,185.98,188.25,188.25,"28,734,600"
836,"Oct 29, 2019",191.69,192.53,188.47,189.31,189.31,"13,574,900"
837,"Oct 28, 2019",187.20,189.53,185.08,189.40,189.40,"13,657,900"
838,"Oct 25, 2019",185.83,189.00,185.09,187.89,187.89,"8,061,200"
839,"Oct 24, 2019",184.62,186.73,182.80,186.38,186.38,"11,413,500"
840,"Oct 23, 2019",182.01,186.38,182.00,186.15,186.15,"12,300,400"
841,"Oct 22, 2019",190.00,190.65,181.50,182.34,182.34,"19,537,600"
842,"Oct 21, 2019",187.04,189.91,186.75,189.76,189.76,"8,122,600"
843,"Oct 18, 2019",190.23,191.49,183.92,185.85,185.85,"16,874,200"
844,"Oct 17, 2019",190.30,190.84,188.77,190.39,190.39,"9,603,000"
845,"Oct 16, 2019",188.32,189.70,186.90,189.55,189.55,"10,516,900"
846,"Oct 15, 2019",183.80,190.38,183.66,188.89,188.89,"15,039,100"
847,"Oct 14, 2019",184.20,184.62,182.57,183.28,183.28,"7,006,000"
848,"Oct 11, 2019",182.15,186.49,182.14,184.19,184.19,"14,930,500"
849,"Oct 10, 2019",180.32,181.61,179.17,180.03,180.03,"8,605,000"
850,"Oct 09, 2019",179.16,180.72,177.94,179.85,179.85,"7,556,900"
851,"Oct 08, 2019",178.26,180.37,177.72,177.75,177.75,"9,466,900"
852,"Oct 07, 2019",180.00,181.18,178.09,179.68,179.68,"9,178,300"
853,"Oct 04, 2019",179.55,180.98,178.10,180.45,180.45,"10,430,200"
854,"Oct 03, 2019",175.57,179.84,173.63,179.38,179.38,"16,086,300"
855,"Oct 02, 2019",174.84,176.53,173.09,174.60,174.60,"16,151,700"
856,"Oct 01, 2019",179.15,179.84,174.88,175.81,175.81,"17,073,000"
857,"Sep 30, 2019",177.87,178.67,176.85,178.08,178.08,"10,740,000"
858,"Sep 27, 2019",180.49,180.76,175.66,177.10,177.10,"14,656,200"
859,"Sep 26, 2019",181.33,181.40,177.67,180.11,180.11,"16,083,300"
860,"Sep 25, 2019",181.45,183.42,177.87,182.80,182.80,"18,068,300"
861,"Sep 24, 2019",187.98,188.04,180.39,181.28,181.28,"18,546,600"
862,"Sep 23, 2019",189.34,190.10,185.21,186.82,186.82,"13,327,600"
863,"Sep 20, 2019",190.66,193.10,188.12,189.93,189.93,"19,934,200"
864,"Sep 19, 2019",188.66,191.10,188.15,190.14,190.14,"10,392,700"
865,"Sep 18, 2019",188.09,189.08,186.01,188.14,188.14,"9,681,900"
866,"Sep 17, 2019",186.66,188.32,185.54,188.08,188.08,"9,671,100"
867,"Sep 16, 2019",186.93,187.79,185.77,186.22,186.22,"8,444,800"
868,"Sep 13, 2019",187.33,187.97,186.54,187.19,187.19,"11,441,100"
869,"Sep 12, 2019",189.86,190.93,187.23,187.47,187.47,"11,419,800"
870,"Sep 11, 2019",186.46,189.44,186.08,188.49,188.49,"11,761,700"
871,"Sep 10, 2019",187.44,188.10,184.55,186.17,186.17,"15,455,900"
872,"Sep 09, 2019",187.73,188.98,185.85,188.76,188.76,"14,722,400"
873,"Sep 06, 2019",190.21,190.21,186.35,187.49,187.49,"15,226,800"
874,"Sep 05, 2019",188.53,191.36,187.94,190.90,190.90,"13,876,700"
875,"Sep 04, 2019",184.65,187.75,183.89,187.14,187.14,"11,308,000"
876,"Sep 03, 2019",184.00,185.67,182.11,182.39,182.39,"9,779,400"
877,"Aug 30, 2019",186.78,186.80,183.46,185.67,185.67,"10,774,500"
878,"Aug 29, 2019",183.77,186.08,183.47,185.57,185.57,"10,128,700"
879,"Aug 28, 2019",180.53,181.95,178.92,181.76,181.76,"9,386,100"
880,"Aug 27, 2019",181.93,184.04,181.01,181.30,181.30,"14,399,600"
881,"Aug 26, 2019",179.40,180.50,178.24,180.36,180.36,"8,773,600"
882,"Aug 23, 2019",180.84,183.13,176.66,177.75,177.75,"17,323,400"
883,"Aug 22, 2019",183.43,184.11,179.91,182.04,182.04,"10,821,400"
884,"Aug 21, 2019",185.00,185.90,183.14,183.55,183.55,"8,398,200"
885,"Aug 20, 2019",185.45,186.00,182.39,183.81,183.81,"10,083,400"
886,"Aug 19, 2019",186.01,187.50,184.85,186.17,186.17,"9,691,200"
887,"Aug 16, 2019",183.75,185.10,182.36,183.70,183.70,"12,654,600"
888,"Aug 15, 2019",180.95,183.20,180.03,182.59,182.59,"12,925,900"
889,"Aug 14, 2019",185.80,185.99,179.31,179.71,179.71,"18,903,700"
890,"Aug 13, 2019",185.52,191.38,185.37,188.45,188.45,"13,577,000"
891,"Aug 12, 2019",186.85,187.59,184.46,185.37,185.37,"10,930,900"
892,"Aug 09, 2019",190.00,190.98,187.12,187.85,187.85,"11,058,800"
893,"Aug 08, 2019",186.62,190.34,184.05,190.16,190.16,"14,828,900"
894,"Aug 07, 2019",183.60,186.37,181.22,185.15,185.15,"15,833,200"
895,"Aug 06, 2019",183.69,185.79,183.09,184.51,184.51,"18,035,700"
896,"Aug 05, 2019",184.69,185.67,179.34,181.73,181.73,"23,086,700"
897,"Aug 02, 2019",191.10,192.62,188.07,189.02,189.02,"15,297,000"
898,"Aug 01, 2019",194.17,198.47,190.88,192.73,192.73,"17,777,000"
899,"Jul 31, 2019",196.95,198.76,192.68,194.23,194.23,"14,593,500"
900,"Jul 30, 2019",195.39,198.71,193.50,197.04,197.04,"11,903,600"
901,"Jul 29, 2019",199.00,199.63,195.30,195.94,195.94,"16,530,800"
902,"Jul 26, 2019",200.19,202.88,196.25,199.75,199.75,"24,434,000"
903,"Jul 25, 2019",206.70,208.66,198.26,200.71,200.71,"39,889,900"
904,"Jul 24, 2019",197.63,204.81,197.22,204.66,204.66,"32,532,500"
905,"Jul 23, 2019",202.84,204.24,200.96,202.36,202.36,"14,583,700"
906,"Jul 22, 2019",199.91,202.57,198.81,202.32,202.32,"13,589,000"
907,"Jul 19, 2019",202.18,202.33,198.07,198.36,198.36,"12,098,300"
908,"Jul 18, 2019",200.15,202.47,199.38,200.78,200.78,"11,937,900"
909,"Jul 17, 2019",204.18,204.36,201.59,201.80,201.80,"12,083,700"
910,"Jul 16, 2019",203.89,205.47,203.10,203.84,203.84,"12,132,700"
911,"Jul 15, 2019",204.25,205.33,201.82,203.91,203.91,"16,030,300"
912,"Jul 12, 2019",199.68,205.30,199.16,204.87,204.87,"15,366,300"
913,"Jul 11, 2019",203.26,203.80,200.21,201.23,201.23,"13,678,500"
914,"Jul 10, 2019",200.00,202.96,199.67,202.73,202.73,"20,571,700"
915,"Jul 09, 2019",194.97,199.46,194.89,199.21,199.21,"14,698,600"
916,"Jul 08, 2019",195.19,196.68,193.64,195.76,195.76,"9,723,900"
917,"Jul 05, 2019",196.18,197.07,194.17,196.40,196.40,"11,164,100"
918,"Jul 03, 2019",194.16,197.40,194.16,197.20,197.20,"10,246,100"
919,"Jul 02, 2019",193.00,195.00,192.71,195.00,195.00,"9,050,000"
920,"Jul 01, 2019",195.21,195.28,191.93,193.00,193.00,"14,181,800"
921,"Jun 28, 2019",190.55,193.20,189.94,193.00,193.00,"16,378,900"
922,"Jun 27, 2019",189.88,198.88,188.27,189.50,189.50,"11,159,000"
923,"Jun 26, 2019",189.54,190.76,187.31,187.66,187.66,"12,808,600"
924,"Jun 25, 2019",192.88,193.14,188.13,188.84,188.84,"16,750,300"
925,"Jun 24, 2019",192.42,193.98,191.57,192.60,192.60,"15,509,000"
926,"Jun 21, 2019",188.75,192.00,188.75,191.14,191.14,"22,751,200"
927,"Jun 20, 2019",190.95,191.16,187.64,189.53,189.53,"14,635,700"
928,"Jun 19, 2019",187.00,188.10,184.55,187.48,187.48,"21,417,100"
929,"Jun 18, 2019",194.00,194.53,187.28,188.47,188.47,"37,571,400"
930,"Jun 17, 2019",185.01,189.50,184.41,189.01,189.01,"29,459,900"
931,"Jun 14, 2019",180.51,181.84,180.00,181.33,181.33,"16,773,700"
932,"Jun 13, 2019",175.53,178.03,174.61,177.47,177.47,"12,253,600"
933,"Jun 12, 2019",178.38,179.27,172.88,175.04,175.04,"17,699,800"
934,"Jun 11, 2019",178.48,179.98,176.79,178.10,178.10,"15,266,600"
935,"Jun 10, 2019",174.75,177.86,173.80,174.82,174.82,"14,767,900"
936,"Jun 07, 2019",170.17,173.87,168.84,173.35,173.35,"16,917,300"
937,"Jun 06, 2019",168.30,169.70,167.23,168.33,168.33,"12,446,400"
938,"Jun 05, 2019",167.48,168.72,164.63,168.17,168.17,"19,758,300"
939,"Jun 04, 2019",163.71,168.28,160.84,167.50,167.50,"46,044,300"
940,"Jun 03, 2019",175.00,175.05,161.01,164.15,164.15,"56,059,600"
941,"May 31, 2019",180.28,180.54,177.16,177.47,177.47,"15,226,500"
942,"May 30, 2019",183.08,183.48,180.89,183.01,183.01,"8,581,500"
943,"May 29, 2019",183.50,184.56,181.35,182.19,182.19,"12,797,700"
944,"May 28, 2019",181.54,184.71,181.45,184.31,184.31,"14,843,300"
945,"May 24, 2019",182.33,183.63,180.83,181.06,181.06,"8,807,700"
946,"May 23, 2019",182.42,183.90,179.67,180.87,180.87,"12,768,800"
947,"May 22, 2019",184.73,186.74,183.61,185.32,185.32,"9,213,800"
948,"May 21, 2019",184.57,185.70,183.89,184.82,184.82,"7,502,800"
949,"May 20, 2019",181.88,184.23,181.37,182.72,182.72,"10,352,000"
950,"May 17, 2019",184.84,187.58,184.28,185.30,185.30,"10,485,400"
951,"May 16, 2019",185.05,188.58,185.05,186.99,186.99,"12,953,100"
952,"May 15, 2019",180.42,187.28,180.02,186.27,186.27,"16,746,900"
953,"May 14, 2019",182.52,183.49,178.10,180.73,180.73,"17,628,100"
954,"May 13, 2019",183.50,185.43,180.84,181.54,181.54,"16,833,300"
955,"May 10, 2019",188.25,190.00,184.59,188.34,188.34,"12,578,500"
956,"May 09, 2019",187.20,189.77,186.26,188.65,188.65,"12,967,000"
957,"May 08, 2019",189.39,190.72,188.55,189.54,189.54,"12,505,700"
958,"May 07, 2019",192.54,192.90,187.85,189.77,189.77,"16,253,000"
959,"May 06, 2019",191.24,194.28,190.55,193.88,193.88,"13,994,900"
960,"May 03, 2019",194.38,196.16,193.71,195.47,195.47,"14,575,400"
961,"May 02, 2019",193.00,194.00,189.75,192.53,192.53,"13,209,500"
962,"May 01, 2019",194.78,196.18,193.01,193.03,193.03,"15,996,600"
963,"Apr 30, 2019",194.19,197.39,192.28,193.40,193.40,"23,494,700"
964,"Apr 29, 2019",190.95,195.41,190.65,194.78,194.78,"19,641,300"
965,"Apr 26, 2019",192.50,192.90,189.09,191.49,191.49,"22,075,000"
966,"Apr 25, 2019",196.98,198.48,192.12,193.26,193.26,"54,148,800"
967,"Apr 24, 2019",184.49,185.14,181.65,182.58,182.58,"37,289,900"
968,"Apr 23, 2019",182.74,184.22,181.48,183.78,183.78,"19,954,800"
969,"Apr 22, 2019",178.25,181.67,178.25,181.44,181.44,"13,389,900"
970,"Apr 18, 2019",178.80,178.88,177.34,178.28,178.28,"11,655,600"
971,"Apr 17, 2019",179.60,180.74,178.36,178.78,178.78,"9,973,700"
972,"Apr 16, 2019",179.00,180.17,178.30,178.87,178.87,"11,215,200"
973,"Apr 15, 2019",178.50,180.50,176.87,179.65,179.65,"10,834,800"
974,"Apr 12, 2019",178.00,179.63,177.95,179.10,179.10,"12,329,800"
975,"Apr 11, 2019",178.24,178.40,177.00,177.51,177.51,"8,071,000"
976,"Apr 10, 2019",178.18,178.79,176.54,177.82,177.82,"11,701,500"
977,"Apr 09, 2019",175.62,179.19,175.55,177.58,177.58,"19,751,000"
978,"Apr 08, 2019",175.21,175.50,174.23,174.93,174.93,"7,297,400"
979,"Apr 05, 2019",176.88,177.00,175.10,175.72,175.72,"9,594,100"
980,"Apr 04, 2019",176.02,178.00,175.53,176.02,176.02,"17,847,700"
981,"Apr 03, 2019",174.50,177.96,172.95,173.54,173.54,"27,391,100"
982,"Apr 02, 2019",170.14,174.90,169.55,174.20,174.20,"23,946,500"
983,"Apr 01, 2019",167.83,168.90,167.28,168.70,168.70,"10,381,500"
984,"Mar 29, 2019",166.39,167.19,164.81,166.69,166.69,"13,455,500"
985,"Mar 28, 2019",164.57,166.72,163.33,165.55,165.55,"10,443,000"
986,"Mar 27, 2019",167.85,168.94,164.79,165.87,165.87,"10,620,300"
987,"Mar 26, 2019",167.35,169.45,166.35,167.68,167.68,"15,437,900"
988,"Mar 25, 2019",163.00,166.54,162.00,166.29,166.29,"12,631,200"
989,"Mar 22, 2019",165.65,167.42,164.09,164.34,164.34,"16,389,200"
990,"Mar 21, 2019",164.89,166.39,163.75,166.08,166.08,"16,223,000"
991,"Mar 20, 2019",161.50,166.12,161.24,165.44,165.44,"20,211,500"
992,"Mar 19, 2019",161.48,163.82,160.82,161.57,161.57,"25,611,500"
993,"Mar 18, 2019",163.57,163.90,159.28,160.47,160.47,"37,524,200"
994,"Mar 15, 2019",167.16,167.58,162.51,165.98,165.98,"37,135,400"
995,"Mar 14, 2019",169.76,171.15,168.16,170.17,170.17,"18,037,400"
996,"Mar 13, 2019",172.32,174.03,172.12,173.37,173.37,"11,973,300"
997,"Mar 12, 2019",172.09,173.80,171.22,171.92,171.92,"12,155,300"
998,"Mar 11, 2019",171.60,174.30,171.58,172.07,172.07,"18,884,000"
999,"Mar 08, 2019",166.20,169.62,165.97,169.60,169.60,"13,184,800"
1000,"Mar 07, 2019",171.50,171.74,167.61,169.13,169.13,"18,306,500"
1001,"Mar 06, 2019",172.90,173.57,171.27,172.51,172.51,"21,531,700"
1002,"Mar 05, 2019",167.37,171.88,166.55,171.26,171.26,"28,187,900"
1003,"Mar 04, 2019",163.90,167.50,163.83,167.37,167.37,"18,894,700"
1004,"Mar 01, 2019",162.60,163.13,161.69,162.28,162.28,"11,097,800"
1005,"Feb 28, 2019",162.37,163.50,160.86,161.45,161.45,"11,114,200"
1006,"Feb 27, 2019",162.90,163.93,160.41,162.81,162.81,"12,697,500"
1007,"Feb 26, 2019",164.34,166.24,163.80,164.13,164.13,"13,784,100"
1008,"Feb 25, 2019",163.07,166.07,162.90,164.62,164.62,"18,737,100"
1009,"Feb 22, 2019",160.58,162.41,160.31,161.89,161.89,"15,858,500"
1010,"Feb 21, 2019",161.93,162.24,159.59,160.04,160.04,"15,607,800"
1011,"Feb 20, 2019",162.25,163.72,161.25,162.56,162.56,"11,770,700"
1012,"Feb 19, 2019",160.50,164.15,160.33,162.29,162.29,"14,345,400"
1013,"Feb 15, 2019",164.51,164.70,160.86,162.50,162.50,"15,504,400"
1014,"Feb 14, 2019",163.19,164.87,162.25,163.95,163.95,"12,755,200"
1015,"Feb 13, 2019",165.38,166.22,163.73,164.07,164.07,"14,205,100"
1016,"Feb 12, 2019",166.86,168.34,164.50,165.04,165.04,"16,292,300"
1017,"Feb 11, 2019",167.90,168.30,165.08,165.79,165.79,"12,811,200"
1018,"Feb 08, 2019",164.47,167.37,164.21,167.33,167.33,"12,561,400"
1019,"Feb 07, 2019",168.20,169.24,165.25,166.38,166.38,"17,517,600"
